Año,Tipo de Institución,Institución,Unidad Académica,Carrera,Título,Gestión,Nivel de la Oferta,Total de Estudiantes,Estudiantes Varones,Estudiantes Mujeres,Total de Nuevos Inscriptos,Nuevos Inscriptos Varones,Nuevas Inscriptas Mujeres,Total de Reinscriptos,Reinscriptos Varones,Reinscriptos Mujeres,Total de Egresados,Egresados Varones,Egresados Mujeres,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Delegación Académica Olta,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,24,13,11,7,5,2,17,8,9,,,,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Delegación Académica Tama,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,25,15,10,16,11,5,9,4,5,3,1,2,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Delegación Académica Ulapes,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,33,15,18,15,6,9,18,9,9,1,,1,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Delegación Académica Vinchina,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,32,10,22,26,8,18,6,2,4,,,,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Extensión Catuna,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,31,23,8,18,14,4,13,9,4,1,1,,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Sede La Rioja,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,375,293,82,43,32,11,332,261,71,7,6,1,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Sede Universitaria Aimogasta,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,45,27,18,14,10,4,31,17,14,,,,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Sede Universitaria Chepes,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,17,13,4,2,,2,15,13,2,,,,
2014,Universidad                                       ,Universidad Nacional de La Rioja,Sede Villa Unión,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,36,25,11,18,13,5,18,12,6,1,1,,
2014,Universidad                                       ,Universidad Nacional del Nordeste,Facultad de Ingeniería,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,27,23,4,,,,27,23,4,4,3,1,
2015,Universidad                                       ,Universidad Católica de Salta,Facultad de Ingeniería,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,7,4,3,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Delegación Académica Olta,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,51,31,20,36,21,15,15,10,5,6,4,2,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Delegación Académica Tama,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,12,6,6,,,,12,6,6,,,,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Delegación Académica Ulapes,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,41,15,26,20,7,13,21,8,13,6,,6,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Delegación Académica Vinchina,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,43,17,26,42,17,25,1,,1,,,,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Extensión Catuna,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,61,40,21,23,14,9,38,26,12,6,4,2,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Sede La Rioja,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,144,106,38,59,43,16,85,63,22,13,9,4,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Sede Universitaria Aimogasta,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,39,31,8,14,13,1,25,18,7,3,1,2,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Sede Universitaria Chepes,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,20,13,7,5,3,2,15,10,5,,,,
2015,Universidad                                       ,Universidad Nacional de La Rioja,Sede Villa Unión,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,64,41,23,22,15,7,42,26,16,,,,
2015,Universidad                                       ,Universidad Nacional del Nordeste,Facultad de Ingeniería,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Informática,Estatal                                           ,Pregrado            ,14,13,1,,,,14,13,1,2,2,,
2012,Universidad                                       ,Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Administración,Ingeniería en Sistemas,Programador de Sistemas,Estatal                                           ,Pregrado            ,,,,,,,,,,2,1,1,
2013,Universidad                                       ,Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Administración,Ingeniería en Sistemas,Programador de Sistemas,Estatal                                           ,Pregrado            ,,,,,,,,,,7,4,3,
2014,Universidad                                       ,Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Administración,Ingeniería en Sistemas,Programador de Sistemas,Estatal                                           ,Pregrado            ,,,,,,,,,,7,3,4,
2015,Universidad                                       ,Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Administración,Ingeniería en Sistemas,Programador de Sistemas,Estatal                                           ,Pregrado            ,,,,,,,,,,3,3,,
2010,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas de Información,Estatal                                           ,Pregrado            ,,,,,,,,,,8,4,4,
2011,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas de Información,Estatal                                           ,Pregrado            ,,,,,,,,,,8,4,4,
2012,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas de Información,Estatal                                           ,Pregrado            ,,,,,,,,,,8,4,4,
2013,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas de Información,Estatal                                           ,Pregrado            ,,,,,,,,,,8,2,6,
2014,Universidad                                       ,Universidad Católica de La Plata,Facultad de Ciencias Exáctas e Ingeniería,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas de Información,Privada                                           ,Pregrado            ,,,,,,,,,,3,2,1,
2014,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas de Información,Estatal                                           ,Pregrado            ,,,,,,,,,,10,5,5,
2015,Universidad                                       ,Universidad Católica de La Plata,Facultad de Ciencias Exáctas e Ingeniería,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas de Información,Privada                                           ,Pregrado            ,,,,,,,,,,3,3,,
2015,Universidad                                       ,Universidad Nacional de San Juan,"Facultad de Ciencias Exactas, Físicas y Naturales","Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas de Información,Estatal                                           ,Pregrado            ,,,,,,,,,,4,4,,
2010,Universidad                                       ,Universidad Nacional de Chilecito,Escuela de Tecnología de la Información y las Comunicaciones,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,115,77,38,69,46,23,46,31,15,,,,
2011,Universidad                                       ,Universidad Nacional de Chilecito,Escuela de Tecnología de la Información y las Comunicaciones,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,111,73,38,26,16,10,85,57,28,,,,
2012,Universidad                                       ,Universidad Nacional de Chilecito,Escuela de Tecnología de la Información y las Comunicaciones,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,125,79,46,24,15,9,101,64,37,,,,
2013,Universidad                                       ,Universidad Nacional de Chilecito,Escuela de Tecnología de la Información y las Comunicaciones,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,65,48,17,7,7,,58,41,17,,,,
2014,Universidad                                       ,Universidad Nacional de Chilecito,Escuela de Tecnología de la Información y las Comunicaciones,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,80,59,21,18,13,5,62,46,16,,,,
2015,Universidad                                       ,Universidad Nacional de Chilecito,Escuela de Tecnología de la Información y las Comunicaciones,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Desarrollo Web,Estatal                                           ,Pregrado            ,62,44,18,20,14,6,42,30,12,,,,
2010,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,"Computación, Sistemas e Informática",Licenciatura en Informática y Desarrollo de Software,Privada                                           ,Grado               ,99,87,12,35,33,2,64,54,10,,,,
2011,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,"Computación, Sistemas e Informática",Licenciatura en Informática y Desarrollo de Software,Privada                                           ,Grado               ,97,86,11,25,23,2,72,63,9,,,,
2012,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,"Computación, Sistemas e Informática",Licenciatura en Informática y Desarrollo de Software,Privada                                           ,Grado               ,83,74,9,18,17,1,65,57,8,5,5,,
2013,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,"Computación, Sistemas e Informática",Licenciatura en Informática y Desarrollo de Software,Privada                                           ,Grado               ,99,87,12,35,30,5,64,57,7,3,3,,
2014,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,"Computación, Sistemas e Informática",Licenciatura en Informática y Desarrollo de Software,Privada                                           ,Grado               ,101,89,12,20,18,2,81,71,10,1,,1,
2015,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,"Computación, Sistemas e Informática",Licenciatura en Informática y Desarrollo de Software,Privada                                           ,Grado               ,91,82,9,20,19,1,71,63,8,3,2,1,
2010,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,95,83,12,39,32,7,56,51,5,,,,
2010,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,62,55,7,,,,62,55,7,4,4,,
2011,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,169,148,21,106,94,12,63,54,9,,,,
2011,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,54,50,4,1,1,,53,49,4,4,4,,
2012,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,219,191,28,105,91,14,114,100,14,4,3,1,
2012,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,50,46,4,,,,50,46,4,6,6,,
2013,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,214,183,31,83,68,15,131,115,16,,,,
2013,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,43,40,3,,,,43,40,3,3,2,1,
2014,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,274,241,33,110,98,12,164,143,21,1,1,,
2014,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,36,33,3,,,,36,33,3,7,7,,
2015,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,272,243,29,72,68,4,200,175,25,5,3,2,
2015,Universidad                                       ,Universidad del Aconcagua,Facultad de Ciencias Sociales y Administrativas,Ingeniería en Sistemas,Ingeniería en Software,Privada                                           ,Grado               ,30,27,3,,,,30,27,3,8,7,1,
2010,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Analista Universitario en Sistemas de Computación,Privada                                           ,Pregrado            ,,,,,,,,,,9,9,,
2014,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Analista Universitario en Sistemas de Computación,Privada                                           ,Pregrado            ,,,,,,,,,,14,13,1,
2015,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Analista Universitario en Sistemas de Computación,Privada                                           ,Pregrado            ,,,,,,,,,,22,17,5,
2011,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Analista de Sistemas de Información,Privada                                           ,Pregrado            ,,,,,,,,,,2,2,,
2012,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Analista de Sistemas de Información,Privada                                           ,Pregrado            ,,,,,,,,,,3,3,,
2011,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Analista de Software,Privada                                           ,Pregrado            ,,,,,,,,,,4,3,1,
2012,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Analista de Software,Privada                                           ,Pregrado            ,,,,,,,,,,4,4,,
2015,Universidad                                       ,Universidad Empresarial Siglo 21,Grado,"Computación, Sistemas e Informática",Analista de Software,Privada                                           ,Pregrado            ,,,,,,,,,,3,3,,
2014,Universidad                                       ,Universidad de Palermo,Facultad de Ingeniería,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Sistemas Informáticos,Privada                                           ,Pregrado            ,7,6,1,7,6,1,,,,,,,
2010,Universidad                                       ,Universidad Nacional de La Pampa,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador,Estatal                                           ,Pregrado            ,131,97,34,60,44,16,71,53,18,14,13,1,
2011,Universidad                                       ,Universidad Adventista del Plata,Facultad de Ciencias Económicas y de la Administración,"Computación, Sistemas e Informática",Analista Programador,Privada                                           ,Pregrado            ,,,,,,,,,,4,4,,
2011,Universidad                                       ,Universidad Nacional de La Pampa,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador,Estatal                                           ,Pregrado            ,124,90,34,43,32,11,81,58,23,21,13,8,
2012,Universidad                                       ,Universidad Adventista del Plata,Facultad de Ciencias Económicas y de la Administración,"Computación, Sistemas e Informática",Analista Programador,Privada                                           ,Pregrado            ,,,,,,,,,,10,9,1,
2012,Universidad                                       ,Universidad Nacional de La Pampa,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador,Estatal                                           ,Pregrado            ,99,74,25,36,30,6,63,44,19,2,1,1,
2013,Universidad                                       ,Universidad Nacional de La Pampa,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador,Estatal                                           ,Pregrado            ,104,80,24,41,35,6,63,45,18,10,7,3,
2014,Universidad                                       ,Universidad Nacional de La Pampa,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador,Estatal                                           ,Pregrado            ,121,92,29,49,39,10,72,53,19,6,4,2,
2015,Universidad                                       ,Universidad Nacional de La Pampa,Facultad de Ingeniería,"Computación, Sistemas e Informática",Analista Programador,Estatal                                           ,Pregrado            ,119,93,26,39,33,6,80,60,20,6,4,2,
2010,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,5,5,,
2010,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico San Salvador,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,2,2,,
2010,Universidad                                       ,Universidad Católica de Santiago del Estero,Facultad de Matemática Aplicada,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,5,3,2,
2010,Universidad                                       ,Universidad Nacional de Catamarca,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Tecnicatura en Informática,Estatal                                           ,Pregrado            ,480,344,136,123,94,29,357,250,107,12,10,2,
2011,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,1,1,,
2011,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico San Salvador,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,6,6,,
2011,Universidad                                       ,Universidad Católica de Santiago del Estero,Facultad de Matemática Aplicada,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,4,3,1,
2011,Universidad                                       ,Universidad Nacional de Catamarca,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Tecnicatura en Informática,Estatal                                           ,Pregrado            ,481,355,126,115,91,24,366,264,102,9,5,4,
2011,Universidad                                       ,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ingeniería,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,20,18,2,
2012,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,4,3,1,
2012,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico San Salvador,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,11,9,2,
2012,Universidad                                       ,Universidad Católica de Santiago del Estero,Facultad de Matemática Aplicada,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,5,4,1,
2012,Universidad                                       ,Universidad Nacional de Catamarca,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Tecnicatura en Informática,Estatal                                           ,Pregrado            ,378,276,102,113,80,33,265,196,69,2,1,1,
2012,Universidad                                       ,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ingeniería,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,9,9,,
2013,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,1,,1,
2013,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico San Salvador,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,1,1,,
2013,Universidad                                       ,Universidad Católica de Santiago del Estero,Facultad de Matemática Aplicada,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,1,1,,
2013,Universidad                                       ,Universidad Nacional de Catamarca,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Tecnicatura en Informática,Estatal                                           ,Pregrado            ,386,294,92,113,88,25,273,206,67,16,9,7,
2014,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico San Salvador,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,12,12,,
2014,Universidad                                       ,Universidad Católica de Santiago del Estero,Facultad de Matemática Aplicada,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,5,5,,
2014,Universidad                                       ,Universidad Nacional de Catamarca,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Tecnicatura en Informática,Estatal                                           ,Pregrado            ,356,273,83,97,76,21,259,197,62,19,17,2,
2015,Universidad                                       ,Universidad Católica de Santiago del Estero,Departamento Académico San Salvador,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,7,7,,
2015,Universidad                                       ,Universidad Católica de Santiago del Estero,Facultad de Matemática Aplicada,"Computación, Sistemas e Informática",Tecnicatura en Informática,Privada                                           ,Pregrado            ,,,,,,,,,,5,3,2,
2015,Universidad                                       ,Universidad Nacional de Catamarca,Facultad de Ciencias Exactas y Naturales,"Computación, Sistemas e Informática",Tecnicatura en Informática,Estatal                                           ,Pregrado            ,387,309,78,125,118,7,262,191,71,1,1,,
2011,Universidad                                       ,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,Facultad de Ingeniería,"Computación, Sistemas e Informática",Tecnicatura Universitaria en Programación con Orientación Web,Privada                                           ,Pregrado            ,3,3,,3,3,,,,,,,,
2010,Universidad                                       ,Universidad Nacional de Misiones,"Facultad de Ciencias Exactas, Químicas y Naturales","Computación, Sistemas e Informática",Analista en Sistemas de Computación,Estatal                                           ,Pregrado            ,309,249,60,56,47,9,253,202,51,13,7,6,
2011,Universidad                                       ,Universidad Nacional de Misiones,"Facultad de Ciencias Exactas, Químicas y Naturales","Computación, Sistemas e Informática",Analista en Sistemas de Computación,Estatal                                           ,Pregrado            ,310,256,54,54,45,9,256,211,45,14,8,6,
2012,Universidad                                       ,Universidad Nacional de Misiones,"Facultad de Ciencias Exactas, Químicas y Naturales","Computación, Sistemas e Informática",Analista en Sistemas de Computación,Estatal                                           ,Pregrado            ,258,215,43,46,41,5,212,174,38,2,1,1,
2013,Universidad                                       ,Universidad Nacional de Misiones,"Facultad de Ciencias Exactas, Químicas y Naturales","Computación, Sistemas e Informática",Analista en Sistemas de Computación,Estatal                                           ,Pregrado            ,296,246,50,104,81,23,192,165,27,8,7,1,
2014,Universidad                                       ,Universidad Nacional de Misiones,"Facultad de Ciencias Exactas, Químicas y Naturales","Computación, Sistemas e Informática",Analista en Sistemas de Computación,Estatal                                           ,Pregrado            ,299,241,58,83,63,20,216,178,38,9,8,1,
2015,Universidad                                       ,Universidad Nacional de Misiones,"Facultad de Ciencias Exactas, Químicas y Naturales","Computación, Sistemas e Informática",Analista en Sistemas de Computación,Estatal                                           ,Pregrado            ,247,205,42,48,41,7,199,164,35,7,3,4,
2011,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,108,80,28,94,70,24,14,10,4,1,1,,
2012,Universidad                                       ,Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,35,25,10,35,25,10,,,,,,,
2012,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,24,17,7,3,,3,21,17,4,1,1,,
2012,Universidad                                       ,Universidad Nacional del Comahue,Sede San Antonio Oeste . C.U.R.Z.A.,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,21,18,3,21,18,3,,,,,,,
2013,Universidad                                       ,Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,6,5,1,,,,6,5,1,,,,
2013,Universidad                                       ,Universidad Nacional del Comahue,Escuela Superior de Ciencias Marinas,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,5,5,,,,,5,5,,,,,
2013,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,11,7,4,,,,11,7,4,1,1,,
2014,Universidad                                       ,Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,3,2,1,,,,3,2,1,1,1,,
2014,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,5,2,3,,,,5,2,3,3,2,1,
2015,Universidad                                       ,Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,1,1,,,,,1,1,,,,,
2015,Universidad                                       ,Universidad Nacional del Comahue,Facultad de Informática,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación y Base de Datos,Estatal                                           ,Pregrado            ,1,1,,,,,1,1,,,,,
2010,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Ingeniería Informática,Privada                                           ,Grado               ,124,109,15,21,18,3,103,91,12,5,5,,
2011,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Ingeniería Informática,Privada                                           ,Grado               ,106,97,9,20,20,,86,77,9,7,7,,
2011,Universidad                                       ,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"Computación, Sistemas e Informática",Ingeniería Informática,Estatal                                           ,Grado               ,425,301,124,425,301,124,,,,,,,
2012,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Ingeniería Informática,Privada                                           ,Grado               ,92,81,11,22,18,4,70,63,7,3,3,,
2012,Universidad                                       ,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"Computación, Sistemas e Informática",Ingeniería Informática,Estatal                                           ,Grado               ,635,532,103,447,384,63,188,148,40,,,,
2013,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Ingeniería Informática,Privada                                           ,Grado               ,96,88,8,23,21,2,73,67,6,1,1,,
2013,Universidad                                       ,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"Computación, Sistemas e Informática",Ingeniería Informática,Estatal                                           ,Grado               ,791,656,135,364,301,63,427,355,72,,,,
2014,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Ingeniería Informática,Privada                                           ,Grado               ,90,83,7,19,18,1,71,65,6,3,2,1,
2014,Universidad                                       ,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"Computación, Sistemas e Informática",Ingeniería Informática,Estatal                                           ,Grado               ,964,818,146,433,370,63,531,448,83,,,,
2015,Universidad                                       ,Universidad Blas Pascal,Vicerrectorado de Asuntos Académicos,"Computación, Sistemas e Informática",Ingeniería Informática,Privada                                           ,Grado               ,84,78,6,26,26,,58,52,6,7,7,,
