,Total de Egresados,Nivel de la Oferta,Carrera,Reinscriptos Mujeres,Nuevos Inscriptos Varones,Estudiantes Mujeres,Total de Estudiantes,Gestión,Total de Nuevos Inscriptos,Tipo de Institución,Estudiantes Varones,Egresados Varones,Unidad Académica,Egresados Mujeres,Total de Reinscriptos,Año,Institución,Nuevas Inscriptas Mujeres,Título,Reinscriptos Varones
,,Pregrado            ,"Computación, Sistemas e Informática",,172,64,236,Estatal                                           ,236,Universidad                                       ,172,,Secretaría Académica,,,2013,Universidad Nacional José C. Paz,64,Analista Programador Universitario,
,24,Pregrado            ,"Computación, Sistemas e Informática",116,95,143,603,Estatal                                           ,122,Universidad                                       ,460,16,Facultad de Ingeniería,8,481,2013,Universidad Nacional de Jujuy,27,Analista Programador Universitario,365
,44,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,39,Departamento de Ingeniería e Investigaciones Tecnológicas,5,,2013,Universidad Nacional de La Matanza,,Analista Programador Universitario,
,57,Pregrado            ,"Computación, Sistemas e Informática",152,218,197,"1,036",Estatal                                           ,263,Universidad                                       ,839,45,Facultad de Informática,12,773,2013,Universidad Nacional de La Plata,45,Analista Programador Universitario,621
,2,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,2,Departamento de Desarrollo Productivo y Tecnológico,,,2013,Universidad Nacional de Lanús,,Analista Programador Universitario,
,15,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,14,Rectorado,1,,2013,Universidad Nacional de Luján,,Analista Programador Universitario,
,3,Pregrado            ,"Computación, Sistemas e Informática",6,,6,20,Estatal                                           ,,Universidad                                       ,14,2,"Facultad de Ciencias Exactas, Físicas y Naturales",1,20,2013,Universidad Nacional de San Juan,,Programador Universitario,14
,9,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,4,Facultad de Cs. Físico-Matemáticas y Naturales,5,,2013,Universidad Nacional de San Luis,,Analista Programador Universitario,
,7,Pregrado            ,"Computación, Sistemas e Informática",61,80,80,312,Estatal                                           ,99,Universidad                                       ,232,4,Facultad de Ciencias  Exactas y Tecnológicas,3,213,2013,Universidad Nacional de Santiago del Estero,19,Programador Universitario en Informática,152
,4,Pregrado            ,"Computación, Sistemas e Informática",32,24,39,159,Estatal                                           ,31,Universidad                                       ,120,3,Facultad de Ciencias Exactas y Tecnología,1,128,2013,Universidad Nacional de Tucumán,7,Programador Universitario,96
,,Pregrado            ,"Computación, Sistemas e Informática",,25,6,31,Estatal                                           ,31,Universidad                                       ,25,,Escuela de Ingenieria,,,2013,Universidad Nacional de Villa Mercedes,6,Programador Universitario de Sistemas,
,,Pregrado            ,"Computación, Sistemas e Informática",3,18,3,68,Estatal                                           ,18,Universidad                                       ,65,,Facultad de Ingenieria - Sede Puerto Madryn,,50,2013,Universidad Nacional de la Patagonia San Juan Bosco,,Analista Programador Universitario,47
,6,Pregrado            ,"Computación, Sistemas e Informática",32,34,37,152,Estatal                                           ,39,Universidad                                       ,115,5,Facultad de Ingeniería - Sede Comodoro Rivadavia,1,113,2013,Universidad Nacional de la Patagonia San Juan Bosco,5,Analista Programador Universitario,81
,9,Pregrado            ,"Computación, Sistemas e Informática",22,21,26,128,Estatal                                           ,25,Universidad                                       ,102,7,Facultad de Ingeniería - Sede Trelew,2,103,2013,Universidad Nacional de la Patagonia San Juan Bosco,4,Analista Programador Universitario,81
,2,Pregrado            ,"Computación, Sistemas e Informática",2,,2,14,Estatal                                           ,,Universidad                                       ,12,1,Facultad de Ingeniería - Sede Ushuaia,1,14,2013,Universidad Nacional de la Patagonia San Juan Bosco,,Analista Programador Universitario,12
,70,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,61,Facultad de Ciencias Exactas,9,,2013,Universidad Nacional del Centro de la Provincia de Buenos Aires,,Analista Programador Universitario,
,6,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,5,Facultad de Ciencias Exactas y Naturales y Agrimensura,1,,2013,Universidad Nacional del Nordeste,,Analista Programador Universitario,
,42,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,31,Facultad de Ciencias Exactas y Naturales y Agrimensura,11,,2013,Universidad Nacional del Nordeste,,Programador Universitario de Aplicaciones,
,1,Pregrado            ,"Computación, Sistemas e Informática",,,,,Privada                                           ,,Universidad                                       ,,1,Facultad de Ingeniería,,,2014,Universidad Católica de Salta,,Programador Universitario,
,1,Pregrado            ,"Computación, Sistemas e Informática",9,34,16,90,Estatal                                           ,41,Universidad                                       ,74,1,"Departamento de Economía, Producción e Innovación Tecnológica",,49,2014,Universidad Nacional José C. Paz,7,Analista Programador Universitario,40
,28,Pregrado            ,"Computación, Sistemas e Informática",101,99,129,565,Estatal                                           ,127,Universidad                                       ,436,17,Facultad de Ingeniería,11,438,2014,Universidad Nacional de Jujuy,28,Analista Programador Universitario,337
,38,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,36,Departamento de Ingeniería e Investigaciones Tecnológicas,2,,2014,Universidad Nacional de La Matanza,,Analista Programador Universitario,
,83,Pregrado            ,"Computación, Sistemas e Informática",154,204,207,"1,063",Estatal                                           ,257,Universidad                                       ,856,73,Facultad de Informática,10,806,2014,Universidad Nacional de La Plata,53,Analista Programador Universitario,652
,10,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,9,Departamento de Desarrollo Productivo y Tecnológico,1,,2014,Universidad Nacional de Lanús,,Analista Programador Universitario,
,5,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,4,Rectorado,1,,2014,Universidad Nacional de Luján,,Analista Programador Universitario,
,,Pregrado            ,"Computación, Sistemas e Informática",3,,3,8,Estatal                                           ,,Universidad                                       ,5,,"Facultad de Ciencias Exactas, Físicas y Naturales",,8,2014,Universidad Nacional de San Juan,,Programador Universitario,5
,12,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,9,Facultad de Cs. Físico-Matemáticas y Naturales,3,,2014,Universidad Nacional de San Luis,,Analista Programador Universitario,
,3,Pregrado            ,"Computación, Sistemas e Informática",51,60,70,275,Estatal                                           ,79,Universidad                                       ,205,3,Facultad de Ciencias  Exactas y Tecnológicas,,196,2014,Universidad Nacional de Santiago del Estero,19,Programador Universitario en Informática,145
,1,Pregrado            ,"Computación, Sistemas e Informática",21,21,30,154,Estatal                                           ,30,Universidad                                       ,124,1,Facultad de Ciencias Exactas y Tecnología,,124,2014,Universidad Nacional de Tucumán,9,Programador Universitario,103
,,Pregrado            ,"Computación, Sistemas e Informática",,25,6,31,Estatal                                           ,31,Universidad                                       ,25,,Escuela de Ingenieria,,,2014,Universidad Nacional de Villa Mercedes,6,Programador Universitario de Sistemas,
,5,Pregrado            ,"Computación, Sistemas e Informática",2,7,4,60,Estatal                                           ,9,Universidad                                       ,56,4,Facultad de Ingenieria - Sede Puerto Madryn,1,51,2014,Universidad Nacional de la Patagonia San Juan Bosco,2,Analista Programador Universitario,49
,13,Pregrado            ,"Computación, Sistemas e Informática",27,32,29,134,Estatal                                           ,34,Universidad                                       ,105,9,Facultad de Ingeniería - Sede Comodoro Rivadavia,4,100,2014,Universidad Nacional de la Patagonia San Juan Bosco,2,Analista Programador Universitario,73
,10,Pregrado            ,"Computación, Sistemas e Informática",16,37,23,126,Estatal                                           ,44,Universidad                                       ,103,7,Facultad de Ingeniería - Sede Trelew,3,82,2014,Universidad Nacional de la Patagonia San Juan Bosco,7,Analista Programador Universitario,66
,3,Pregrado            ,"Computación, Sistemas e Informática",1,,1,5,Estatal                                           ,,Universidad                                       ,4,2,Facultad de Ingeniería - Sede Ushuaia,1,5,2014,Universidad Nacional de la Patagonia San Juan Bosco,,Analista Programador Universitario,4
,75,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,63,Facultad de Ciencias Exactas,12,,2014,Universidad Nacional del Centro de la Provincia de Buenos Aires,,Analista Programador Universitario,
,16,Pregrado            ,"Computación, Sistemas e Informática",,,,,Estatal                                           ,,Universidad                                       ,,12,Facultad de Ciencias Exactas y Naturales y Agrimensura,4,,2014,Universidad Nacional del Nordeste,,Analista Programador Universitario,
